Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type,source_file
Indore - CAT Road,22.78,75.86,2025-11-25 04:00:00,333.25,0.49,4.24,63.83,3.36,84.14,90.97,1.67,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 05:00:00,324.96,0.6,3.92,73.7,4.48,87.95,94.89,1.08,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 06:00:00,316.41,0.47,3.37,89.59,6.32,93.83,100.8,0.47,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 07:00:00,255.78,0.22,2.23,125.42,10.21,94.03,99.47,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 08:00:00,227.86,0.13,1.52,131.69,8.61,83.89,88.18,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 09:00:00,220.77,0.1,1.47,132.2,8.02,78.45,82.3,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 10:00:00,222.79,0.09,1.85,131.98,7.89,76.86,80.69,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 11:00:00,228.93,0.08,2.77,129.15,7.91,77.6,81.66,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 12:00:00,237.42,0.02,3.98,126.17,8.09,78.87,83.24,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 13:00:00,263.26,0.0,5.87,114.55,7.5,82.33,87.77,0.54,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 14:00:00,303.77,0.0,7.79,100.45,6.82,86.4,93.71,3.26,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 15:00:00,340.16,0.0,8.65,91.17,6.71,89.81,98.8,6.06,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 16:00:00,363.49,0.0,8.57,83.4,6.51,91.89,101.95,8.02,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 17:00:00,383.44,0.0,8.18,74.32,5.4,94.8,105.38,8.52,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 18:00:00,394.66,0.0,7.75,65.56,3.86,97.9,108.22,7.95,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 19:00:00,392.76,0.0,6.95,58.1,2.61,100.15,109.48,6.4,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 20:00:00,392.35,0.0,6.04,53.15,1.98,103.4,112.21,5.14,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 21:00:00,391.59,0.0,5.19,50.16,1.68,107.24,115.69,4.22,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 22:00:00,387.3,0.0,4.42,49.19,1.67,110.92,119.08,3.58,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-25 23:00:00,383.23,0.0,3.86,49.72,1.77,115.06,123.0,3.2,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 00:00:00,383.27,0.0,3.63,49.92,1.87,119.27,127.13,3.01,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 01:00:00,386.94,0.0,3.9,49.32,2.09,122.73,130.87,3.06,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 02:00:00,401.77,0.0,4.95,49.17,2.75,125.93,134.91,3.52,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 03:00:00,403.57,0.14,5.63,53.93,3.9,128.07,137.37,3.49,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 04:00:00,380.73,0.42,4.79,68.45,5.77,129.3,138.06,2.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 05:00:00,372.91,0.6,4.42,78.02,6.8,130.53,139.28,1.6,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 06:00:00,358.09,0.51,3.71,95.86,9.09,133.71,142.26,0.67,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 07:00:00,272.38,0.23,2.19,131.4,13.44,119.16,125.56,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 08:00:00,234.78,0.13,1.49,134.45,10.95,102.95,108.03,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 09:00:00,222.57,0.11,1.49,134.04,10.06,96.43,101.09,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 10:00:00,221.45,0.09,1.87,133.97,9.89,95.13,99.75,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 11:00:00,225.72,0.05,2.72,131.51,9.92,96.0,100.8,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 12:00:00,231.84,0.01,3.76,128.61,10.06,96.88,101.89,0.0,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 13:00:00,251.2,0.0,5.37,118.58,9.33,98.98,104.71,0.11,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 14:00:00,284.61,0.0,7.04,105.76,8.16,102.26,109.39,1.52,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 15:00:00,313.5,0.0,7.77,96.03,7.4,105.13,113.63,3.16,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 16:00:00,332.55,0.0,7.8,87.43,6.75,106.26,115.74,4.81,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 17:00:00,349.79,0.0,7.67,79.17,5.75,108.03,118.22,5.79,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 18:00:00,358.27,0.0,7.39,71.1,4.62,109.26,119.4,6.22,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 19:00:00,353.03,0.0,6.65,64.79,3.79,109.43,118.7,6.07,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 20:00:00,347.62,0.0,5.65,61.72,3.64,110.72,119.15,5.61,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 21:00:00,342.88,0.0,4.76,62.37,4.26,113.67,121.46,4.6,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 22:00:00,339.62,0.0,4.07,65.43,5.48,118.97,126.44,3.17,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-26 23:00:00,347.05,0.0,3.84,61.44,4.69,123.53,130.96,3.24,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-27 00:00:00,356.56,0.0,3.86,56.08,3.74,127.48,135.07,3.46,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-27 01:00:00,369.38,0.0,4.25,50.88,3.19,130.38,138.44,3.68,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-27 02:00:00,390.23,0.0,5.26,48.6,3.55,134.34,143.41,3.88,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-27 03:00:00,402.16,0.14,5.93,53.09,4.88,139.14,148.83,3.17,5,Historical,aqi_historical_data.csv
Indore - CAT Road,22.78,75.86,2025-11-27 04:00:00,387.32,0.39,4.89,71.02,7.77,145.0,154.53,0.76,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 05:00:00,427.33,0.77,4.46,82.4,7.99,122.59,133.2,4.38,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 06:00:00,414.94,0.52,3.3,99.24,8.33,126.4,136.7,4.07,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 07:00:00,287.47,0.24,2.2,154.75,23.11,117.72,126.01,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 08:00:00,254.24,0.17,1.76,163.85,22.28,112.21,119.51,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 09:00:00,242.55,0.14,1.7,164.44,20.13,108.46,115.18,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 10:00:00,250.61,0.16,2.55,154.9,17.65,109.47,116.24,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 11:00:00,271.03,0.15,4.38,138.46,14.95,112.53,119.8,0.03,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 12:00:00,294.55,0.04,6.83,125.27,13.3,114.01,121.86,1.19,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 13:00:00,319.68,0.0,8.48,114.47,12.14,114.18,122.73,3.15,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 14:00:00,342.9,0.0,8.97,104.72,10.61,115.26,124.61,4.62,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 15:00:00,361.63,0.0,8.69,96.69,9.09,116.43,126.4,5.48,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 16:00:00,369.19,0.0,8.03,88.67,7.72,115.52,125.68,6.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 17:00:00,378.84,0.0,7.6,82.65,6.88,115.58,126.03,6.67,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 18:00:00,381.2,0.0,7.12,78.69,6.32,115.74,126.05,7.12,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 19:00:00,371.89,0.0,6.3,75.68,5.86,115.08,124.79,7.34,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 20:00:00,366.73,0.0,5.47,73.25,5.55,114.81,124.17,7.78,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 21:00:00,363.17,0.0,4.82,71.17,5.35,114.47,123.62,8.44,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 22:00:00,360.56,0.0,4.32,69.52,5.27,114.23,123.23,9.31,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-22 23:00:00,360.06,0.0,4.0,68.44,5.36,114.85,123.79,10.43,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 00:00:00,362.2,0.0,3.91,67.8,5.62,116.45,125.38,11.56,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 01:00:00,366.97,0.0,4.25,65.62,5.74,116.45,125.57,12.15,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 02:00:00,385.2,0.01,5.46,60.15,5.24,116.45,126.25,11.28,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 03:00:00,405.01,0.31,6.61,56.61,4.74,115.39,125.69,10.03,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 04:00:00,378.45,0.59,5.34,73.02,6.13,109.04,118.28,6.32,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 05:00:00,369.11,0.63,4.55,79.68,5.89,104.37,113.25,5.65,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 06:00:00,361.1,0.48,3.58,89.69,5.71,104.87,113.37,4.65,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 07:00:00,260.49,0.11,2.58,132.08,13.35,94.98,101.0,0.06,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 08:00:00,241.1,0.06,2.23,133.16,11.85,85.85,90.9,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 09:00:00,238.07,0.05,2.22,130.68,10.59,81.04,85.72,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 10:00:00,248.12,0.05,2.96,122.64,9.5,81.66,86.54,0.08,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 11:00:00,265.06,0.04,4.41,109.9,8.34,83.95,89.38,1.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 12:00:00,284.52,0.01,6.09,99.79,7.42,85.8,91.78,2.19,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 13:00:00,307.66,0.0,7.72,89.45,6.49,87.37,94.13,3.8,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 14:00:00,336.62,0.0,8.87,79.76,5.72,89.45,97.41,5.63,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 15:00:00,362.86,0.0,9.3,72.12,5.26,91.35,100.44,7.28,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 16:00:00,377.19,0.0,9.14,65.41,4.79,91.35,101.1,8.21,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 17:00:00,389.61,0.0,8.86,59.14,3.99,91.87,101.96,8.01,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 18:00:00,392.72,0.0,8.36,54.38,3.08,91.8,101.6,7.25,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 19:00:00,379.63,0.0,7.28,52.36,2.39,90.64,99.52,6.13,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 20:00:00,373.16,0.0,6.38,50.56,1.97,90.24,98.65,5.41,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 21:00:00,369.31,0.0,5.67,48.11,1.64,90.08,98.19,4.87,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 22:00:00,365.8,0.0,5.13,45.33,1.39,89.94,97.81,4.48,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-23 23:00:00,365.51,0.0,4.76,42.5,1.22,90.36,98.16,4.4,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 00:00:00,367.87,0.0,4.69,39.36,1.13,90.84,98.7,4.57,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 01:00:00,365.05,0.0,4.41,39.44,1.2,91.31,99.57,5.53,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 02:00:00,390.2,0.01,5.79,34.66,1.4,92.44,101.71,5.44,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 03:00:00,409.15,0.33,6.74,34.09,1.63,93.49,103.3,5.38,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 04:00:00,346.91,0.47,4.47,60.82,3.09,93.1,100.59,2.65,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 05:00:00,335.59,0.57,3.98,69.37,3.72,93.38,100.64,2.04,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 06:00:00,320.65,0.46,3.38,82.31,4.86,95.3,102.21,1.62,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 07:00:00,252.26,0.2,2.14,117.12,7.84,78.13,82.49,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 08:00:00,237.09,0.11,1.35,120.93,5.73,63.67,66.91,0.0,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 09:00:00,234.54,0.09,1.24,120.28,4.87,57.53,60.41,0.0,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 10:00:00,247.85,0.11,2.08,114.73,4.49,58.71,61.95,0.2,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 11:00:00,272.03,0.09,3.9,103.77,4.17,62.13,66.19,1.84,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 12:00:00,298.45,0.02,5.99,93.85,3.89,64.23,69.06,3.52,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 13:00:00,327.43,0.0,7.59,84.83,3.65,65.66,71.57,5.23,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 14:00:00,359.78,0.0,8.55,75.22,3.28,67.32,74.62,6.61,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 15:00:00,387.32,0.0,8.74,66.83,2.87,68.71,76.91,6.79,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 16:00:00,395.25,0.0,8.1,60.63,2.48,68.38,76.7,6.01,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 17:00:00,398.66,0.0,7.4,56.77,2.17,68.24,76.55,5.51,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 18:00:00,390.51,0.0,6.52,56.43,1.92,67.4,75.12,4.75,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 19:00:00,352.1,0.0,4.74,65.77,2.06,64.93,71.2,3.47,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 20:00:00,342.41,0.0,4.05,63.25,1.73,64.5,70.42,3.16,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 21:00:00,340.21,0.0,3.64,59.05,1.45,64.97,70.78,2.96,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 22:00:00,340.16,0.0,3.32,54.93,1.22,66.04,71.77,2.8,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-24 23:00:00,341.22,0.0,3.13,50.81,1.02,67.74,73.47,2.76,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 00:00:00,346.39,0.0,3.15,46.36,0.88,69.73,75.57,2.81,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 01:00:00,355.98,0.0,3.64,41.85,0.91,71.82,78.14,2.97,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 02:00:00,377.47,0.01,4.99,38.03,1.2,74.57,81.98,3.47,4,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 03:00:00,388.67,0.29,5.86,39.34,1.59,77.73,85.74,3.84,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 04:00:00,333.25,0.49,4.24,63.83,3.36,84.14,90.97,1.67,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 05:00:00,324.96,0.6,3.92,73.7,4.48,87.95,94.89,1.08,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 06:00:00,316.41,0.47,3.37,89.59,6.32,93.83,100.8,0.47,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 07:00:00,255.78,0.22,2.23,125.42,10.21,94.03,99.47,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 08:00:00,227.86,0.13,1.52,131.69,8.61,83.89,88.18,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 09:00:00,220.77,0.1,1.47,132.2,8.02,78.45,82.3,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 10:00:00,222.79,0.09,1.85,131.98,7.89,76.86,80.69,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 11:00:00,228.93,0.08,2.77,129.15,7.91,77.6,81.66,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 12:00:00,237.42,0.02,3.98,126.17,8.09,78.87,83.24,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 13:00:00,263.26,0.0,5.87,114.55,7.5,82.33,87.77,0.54,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 14:00:00,303.77,0.0,7.79,100.45,6.82,86.4,93.71,3.26,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 15:00:00,340.16,0.0,8.65,91.17,6.71,89.81,98.8,6.06,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 16:00:00,363.49,0.0,8.57,83.4,6.51,91.89,101.95,8.02,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 17:00:00,383.44,0.0,8.18,74.32,5.4,94.8,105.38,8.52,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 18:00:00,394.66,0.0,7.75,65.56,3.86,97.9,108.22,7.95,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 19:00:00,392.76,0.0,6.95,58.1,2.61,100.15,109.48,6.4,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 20:00:00,392.35,0.0,6.04,53.15,1.98,103.4,112.21,5.14,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 21:00:00,391.59,0.0,5.19,50.16,1.68,107.24,115.69,4.22,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 22:00:00,387.3,0.0,4.42,49.19,1.67,110.92,119.08,3.58,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-25 23:00:00,383.23,0.0,3.86,49.72,1.77,115.06,123.0,3.2,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 00:00:00,383.27,0.0,3.63,49.92,1.87,119.27,127.13,3.01,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 01:00:00,386.94,0.0,3.9,49.32,2.09,122.73,130.87,3.06,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 02:00:00,401.77,0.0,4.95,49.17,2.75,125.93,134.91,3.52,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 03:00:00,403.57,0.14,5.63,53.93,3.9,128.07,137.37,3.49,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 04:00:00,380.73,0.42,4.79,68.45,5.77,129.3,138.06,2.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 05:00:00,372.91,0.6,4.42,78.02,6.8,130.53,139.28,1.6,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 06:00:00,358.09,0.51,3.71,95.86,9.09,133.71,142.26,0.67,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 07:00:00,272.38,0.23,2.19,131.4,13.44,119.16,125.56,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 08:00:00,234.78,0.13,1.49,134.45,10.95,102.95,108.03,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 09:00:00,222.57,0.11,1.49,134.04,10.06,96.43,101.09,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 10:00:00,221.45,0.09,1.87,133.97,9.89,95.13,99.75,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 11:00:00,225.72,0.05,2.72,131.51,9.92,96.0,100.8,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 12:00:00,231.84,0.01,3.76,128.61,10.06,96.88,101.89,0.0,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 13:00:00,251.2,0.0,5.37,118.58,9.33,98.98,104.71,0.11,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 14:00:00,284.61,0.0,7.04,105.76,8.16,102.26,109.39,1.52,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 15:00:00,313.5,0.0,7.77,96.03,7.4,105.13,113.63,3.16,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 16:00:00,332.55,0.0,7.8,87.43,6.75,106.26,115.74,4.81,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 17:00:00,349.79,0.0,7.67,79.17,5.75,108.03,118.22,5.79,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 18:00:00,358.27,0.0,7.39,71.1,4.62,109.26,119.4,6.22,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 19:00:00,353.03,0.0,6.65,64.79,3.79,109.43,118.7,6.07,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 20:00:00,347.62,0.0,5.65,61.72,3.64,110.72,119.15,5.61,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 21:00:00,342.88,0.0,4.76,62.37,4.26,113.67,121.46,4.6,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 22:00:00,339.62,0.0,4.07,65.43,5.48,118.97,126.44,3.17,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-26 23:00:00,347.05,0.0,3.84,61.44,4.69,123.53,130.96,3.24,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-27 00:00:00,356.56,0.0,3.86,56.08,3.74,127.48,135.07,3.46,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-27 01:00:00,369.38,0.0,4.25,50.88,3.19,130.38,138.44,3.68,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-27 02:00:00,390.23,0.0,5.26,48.6,3.55,134.34,143.41,3.88,5,Historical,aqi_historical_data.csv
Indore - Mhow Naka,22.69,75.87,2025-11-27 03:00:00,402.16,0.14,5.93,53.09,4.88,139.14,148.83,3.17,5,Historical,aqi_historical_data.csv
